,subj_id,ch_name,device,include_elec,include_inf,fif_idx,elecfile_idx,anat,short_anat,x,y,z,x_warp,y_warp,z_warp,x_inf,y_inf,z_inf,x_inf_warp,y_inf_warp,z_inf_warp,r,g,b,a,value_norm,value_native,spkr_p,mic_p
59,DC8,RSpTm57,RSpTm,True,True,59,60,ctx_rh_G_temp_sup-Lateral,STG,52.36002274199785,-3.3454957533705283,-5.094857111619518,60.621700000000004,2.727000000000004,-15.158999999999992,39.51726150512695,-0.596813976764679,-33.95330047607422,39.03200912475586,3.6996045112609863,-21.431550979614258,0.7694941176470588,0.8673294117647059,0.801364705882353,1.0,0.6101364607020362,0.1442374822691944,0.0,0.001
60,DC8,RSpTm58,RSpTm,True,True,60,61,ctx_rh_G_temp_sup-Lateral,STG,55.200863595830754,-2.8327986157461282,-3.329484831154531,63.6769,3.561000000000007,-13.549000000000007,40.05119323730469,-2.632099151611328,-31.141515731811523,39.87956619262695,1.9121161699295044,-20.306673049926758,0.9597529411764706,0.976835294117647,0.9653176470588235,1.0,0.5606492477808501,0.05564497202880199,0.0,0.0
61,DC8,RSpTm71,RSpTm,True,True,61,62,Right-Cerebral-White-Matter,wm,34.239240632144,-33.646956362639486,3.2391122966915304,40.136700000000005,-27.105000000000004,-5.375,,,,37.5880126953125,-38.31614303588867,-1.872043490409851,0.584,0.286,0.592,1.0,0.18453859483866208,-0.6176721316312529,0.282,0.014
62,DC8,RSpTm72,RSpTm,False,True,62,63,ctx_rh_S_temporal_sup,STS,38.52231388529975,-33.646956362639486,3.2391122966915304,47.40560000000001,-27.513999999999996,-4.542000000000002,41.52695083618164,-48.70105743408203,-16.054767608642578,37.407352447509766,-39.025184631347656,-1.910401463508606,0.8972235294117648,0.8235999999999999,0.8992,1.0,0.3884417532623135,-0.25264263038483814,0.327,0.31
63,DC8,RSpTm73,RSpTm,False,True,63,64,ctx_rh_S_temporal_sup,STS,42.12911241427298,-33.646956362639486,3.2391122966915304,52.3878,-32.5269,-7.442000000000007,40.79399490356445,-49.087158203125,-20.229427337646484,35.30912780761719,-55.48673629760742,-4.705812454223633,0.6816823529411764,0.8167882352941177,0.7256941176470588,1.0,0.634808272302169,0.18840520950238543,0.897,0.997
64,DC8,RSpTm74,RSpTm,False,True,64,65,ctx_rh_S_temporal_sup,STS,45.73591094324624,-33.646956362639486,3.2391122966915304,56.533,-33.2756,-7.054000000000002,40.53806686401367,-48.831031799316406,-25.17198371887207,35.681190490722656,-56.33696746826172,-8.436717987060547,1.0,1.0,1.0,1.0,0.5051530249275168,-0.04370492870751936,0.853,0.921
65,DC8,RSpTm75,RSpTm,False,True,65,66,ctx_rh_S_temporal_sup,STS,48.891859656097836,-33.646956362639486,2.937239506478477,60.1922,-33.216899999999995,-6.752999999999986,45.9370231628418,-36.04242706298828,-12.56371784210205,36.47618103027344,-46.5750617980957,-3.4418141841888428,0.8450196078431372,0.734,0.848,1.0,0.357319875309031,-0.3083573317899772,0.561,0.369
66,DC8,RSpTm76,RSpTm,False,True,66,67,ctx_rh_S_temporal_sup,STS,51.8223834608886,-33.646956362639486,3.2391122966915304,62.6605,-32.0496,-6.0049999999999955,46.41904830932617,-35.64679718017578,-11.46771240234375,36.49732208251953,-45.89651107788086,-3.118208646774292,0.9233254901960783,0.8683999999999998,0.9248000000000001,1.0,0.4035935952145926,-0.2255176493224389,0.387,0.244
67,DC8,RSpTm77,RSpTm,False,True,67,68,ctx_rh_G_pariet_inf-Angular,angular,55.88003180598349,-33.646956362639486,2.937239506478477,61.561899999999994,-29.631200000000007,-6.733000000000004,41.67621994018555,-59.44314193725586,6.16828727722168,34.80514907836914,-49.80399703979492,10.25619888305664,0.8972235294117648,0.8235999999999999,0.8992,1.0,0.3873441868952432,-0.2546075048215749,0.277,0.08
68,DC8,RInIns3,RInIns,False,True,68,72,ctx_rh_S_circular_insula_inf,insula_inf,30.306710187135366,-5.678102484756721,-9.898763324262035,38.963899999999995,1.8100000000000023,-25.665999999999997,15.224984169006348,13.153764724731445,-25.559480667114258,18.44488525390625,14.943204879760742,-26.366222381591797,1.0,1.0,1.0,1.0,0.5319773477258163,0.004316245893375679,0.467,0.445
69,DC8,RInIns4,RInIns,False,True,69,73,ctx_rh_S_circular_insula_inf,insula_inf,29.924161147245343,-8.901492378479617,-7.244919434112944,38.0026,-1.808000000000007,-21.97399999999999,16.491905212402344,8.509881973266602,-22.337907791137695,18.319538116455078,9.613750457763672,-21.312681198120117,0.9158470588235295,0.951564705882353,0.9274823529411764,1.0,0.5723475803599285,0.07658744560188582,0.143,0.168
70,DC8,RInIns5,RInIns,True,True,70,74,ctx_rh_S_circular_insula_inf,insula_inf,30.14599771242837,-11.41072326622043,-5.157518471844867,37.841800000000006,-3.921999999999997,-18.967000000000013,18.359272003173828,4.136547088623047,-20.300233840942383,18.67797088623047,5.232153415679932,-17.341289520263672,0.9298509803921569,0.8795999999999999,0.9312,1.0,0.4083398210375778,-0.2170209077400085,0.045,0.023
